date,region,product,stock_level,warehouse_capacity
2024-06-23,EU,A,15046,13453
2024-06-23,EU,B,6193,9762
2024-06-23,EU,C,14970,14636
2024-06-23,APAC,A,13230,13189
2024-06-23,APAC,B,7879,10151
2024-06-23,APAC,C,-29,12926
2024-06-24,LATAM,A,683,11676
2024-06-24,LATAM,B,3860,10044
2024-06-24,LATAM,C,12807,13426
2024-06-24,NA,A,9831,13463
2024-06-24,NA,B,5623,8960
2024-06-24,NA,C,3019,10602
2024-06-24,EU,A,7787,12748
2024-06-24,EU,B,2699,13776
2024-06-24,EU,C,-411,11883
2024-06-24,APAC,A,2698,13762
2024-06-24,APAC,B,2330,12919
2024-06-24,APAC,C,11230,10676
2024-06-25,LATAM,A,9964,12801
2024-06-25,LATAM,B,8814,14323
2024-06-25,LATAM,C,7537,12909
2024-06-25,NA,A,10716,11972
2024-06-25,NA,B,3999,9903
2024-06-25,NA,C,8374,8284
2024-06-25,EU,A,9172,11434
2024-06-25,EU,B,9166,8067
2024-06-25,EU,C,7577,12955
2024-06-25,APAC,A,1018,8910
2024-06-25,APAC,B,14214,13941
2024-06-25,APAC,C,5867,12556
2024-06-26,LATAM,A,5779,12896
2024-06-26,LATAM,B,8448,10701
2024-06-26,LATAM,C,4047,8142
2024-06-26,NA,A,2944,12650
2024-06-26,NA,B,1066,8207
2024-06-26,NA,C,2183,9001
2024-06-26,EU,A,3194,12885
2024-06-26,EU,B,8337,13009
2024-06-26,EU,C,9367,14152
2024-06-26,APAC,A,6235,9581
2024-06-26,APAC,B,4386,10961
2024-06-26,APAC,C,4414,10959
2024-06-27,LATAM,A,5163,10327
2024-06-27,LATAM,B,7415,12149
2024-06-27,LATAM,C,2766,14613
2024-06-27,NA,A,8511,12436
2024-06-27,NA,B,11391,10941
2024-06-27,NA,C,9106,8142
2024-06-27,EU,A,2646,9931
2024-06-27,EU,B,257,14917
2024-06-27,EU,C,5052,14636
2024-06-27,APAC,A,1609,9520
2024-06-27,APAC,B,2162,12396
2024-06-27,APAC,C,8322,12423
2024-06-28,LATAM,A,-442,13542
2024-06-28,LATAM,B,6310,12151
2024-06-28,LATAM,C,2402,10786
2024-06-28,NA,A,8810,11337
2024-06-28,NA,B,4367,14809
2024-06-28,NA,C,8741,9569
2024-06-28,EU,A,596,10292
2024-06-28,EU,B,12548,11651
2024-06-28,EU,C,5314,8254
2024-06-28,APAC,A,12398,12566
2024-06-28,APAC,B,7344,13639
2024-06-28,APAC,C,12310,11943
2024-06-29,LATAM,A,1937,11346
2024-06-29,LATAM,B,7991,10728
2024-06-29,LATAM,C,7473,14747
2024-06-29,NA,A,11233,11916
2024-06-29,NA,B,12732,13639
2024-06-29,NA,C,8195,11069
2024-06-29,EU,A,10373,12223
2024-06-29,EU,B,14218,12388
2024-06-29,EU,C,14251,13707
2024-06-29,APAC,A,12800,10824
2024-06-29,APAC,B,-135,13432
2024-06-29,APAC,C,-340,9409
2024-06-30,LATAM,A,7493,9393
2024-06-30,LATAM,B,-337,11752
2024-06-30,LATAM,C,5065,9625
2024-06-30,NA,A,2951,10156
2024-06-30,NA,B,1066,10742
2024-06-30,NA,C,-453,10112
2024-06-30,EU,A,3244,12214
2024-06-30,EU,B,8035,8479
2024-06-30,EU,C,2825,12107
2024-06-30,APAC,A,3514,13360
2024-06-30,APAC,B,5211,9610
2024-06-30,APAC,C,13481,12803
2024-07-01,LATAM,A,7588,11469
2024-07-01,LATAM,B,5305,8254
2024-07-01,LATAM,C,658,14532
2024-07-01,NA,A,12782,12182
2024-07-01,NA,B,13209,12933
2024-07-01,NA,C,3110,13707
2024-07-01,EU,A,10739,9485
2024-07-01,EU,B,904,11138
2024-07-01,EU,C,9823,12002
2024-07-01,APAC,A,6782,10847
2024-07-01,APAC,B,5018,14037
2024-07-01,APAC,C,4730,11929
2024-07-02,LATAM,A,14000,14100
2024-07-02,LATAM,B,3669,8430
2024-07-02,LATAM,C,2711,11498
2024-07-02,NA,A,8818,13644
2024-07-02,NA,B,3243,14859
2024-07-02,NA,C,12168,14490
2024-07-02,EU,A,4643,8842
2024-07-02,EU,B,4886,14426
2024-07-02,EU,C,8627,9152
2024-07-02,APAC,A,8121,10405
2024-07-02,APAC,B,6611,9975
2024-07-02,APAC,C,6726,14166
2024-07-03,LATAM,A,1804,8061
2024-07-03,LATAM,B,751,14231
2024-07-03,LATAM,C,4599,14537
2024-07-03,NA,A,12290,13774
2024-07-03,NA,B,221,12291
2024-07-03,NA,C,6498,9604
2024-07-03,EU,A,7732,9275
2024-07-03,EU,B,11932,11206
2024-07-03,EU,C,6051,8619
2024-07-03,APAC,A,13008,11397
2024-07-03,APAC,B,8329,13864
2024-07-03,APAC,C,6922,11610
2024-07-04,LATAM,A,4457,10946
2024-07-04,LATAM,B,13710,14033
2024-07-04,LATAM,C,3206,8407
2024-07-04,NA,A,1669,8184
2024-07-04,NA,B,2286,11050
2024-07-04,NA,C,13696,14916
2024-07-04,EU,A,1988,8412
2024-07-04,EU,B,13215,11512
2024-07-04,EU,C,2820,11751
2024-07-04,APAC,A,12149,11558
2024-07-04,APAC,B,-67,9582
2024-07-04,APAC,C,7515,10147
2024-07-05,LATAM,A,4143,10929
2024-07-05,LATAM,B,40,13220
2024-07-05,LATAM,C,12099,11828
2024-07-05,NA,A,6677,9615
2024-07-05,NA,B,2813,12388
2024-07-05,NA,C,3039,8472
2024-07-05,EU,A,9471,13853
2024-07-05,EU,B,6054,14804
2024-07-05,EU,C,8451,14576
2024-07-05,APAC,A,1293,9211
2024-07-05,APAC,B,13980,13307
2024-07-05,APAC,C,10571,10659
2024-07-06,LATAM,A,11050,10212
2024-07-06,LATAM,B,11982,14900
2024-07-06,LATAM,C,7115,9910
2024-07-06,NA,A,4287,10416
2024-07-06,NA,B,4202,9521
2024-07-06,NA,C,9821,8720
2024-07-06,EU,A,7154,8061
2024-07-06,EU,B,9555,11266
2024-07-06,EU,C,3773,12860
2024-07-06,APAC,A,3422,8304
2024-07-06,APAC,B,4084,8542
2024-07-06,APAC,C,7405,11025
2024-07-07,LATAM,A,69,14808
2024-07-07,LATAM,B,8939,9540
2024-07-07,LATAM,C,11548,11689
2024-07-07,NA,A,9500,10591
2024-07-07,NA,B,-364,11113
2024-07-07,NA,C,5451,10427
2024-07-07,EU,A,5955,12086
2024-07-07,EU,B,12973,11880
2024-07-07,EU,C,10776,10239
2024-07-07,APAC,A,11678,10256
2024-07-07,APAC,B,1591,12973
2024-07-07,APAC,C,8587,8764
2024-07-08,LATAM,A,11583,10562
2024-07-08,LATAM,B,5699,9010
2024-07-08,LATAM,C,7456,13065
2024-07-08,NA,A,13153,11460
2024-07-08,NA,B,2790,11551
2024-07-08,NA,C,313,13608
2024-07-08,EU,A,15059,13448
2024-07-08,EU,B,3561,10925
2024-07-08,EU,C,11855,13320
2024-07-08,APAC,A,4800,13145
2024-07-08,APAC,B,11475,13519
2024-07-08,APAC,C,6984,14740
2024-07-09,LATAM,A,13017,12464
2024-07-09,LATAM,B,4123,11483
2024-07-09,LATAM,C,4569,8072
2024-07-09,NA,A,1770,14449
2024-07-09,NA,B,891,9304
2024-07-09,NA,C,96,8590
2024-07-09,EU,A,15497,14380
2024-07-09,EU,B,647,10842
2024-07-09,EU,C,12988,14893
2024-07-09,APAC,A,1429,12831
2024-07-09,APAC,B,2963,14806
2024-07-09,APAC,C,1785,13263
2024-07-10,LATAM,A,6272,9114
2024-07-10,LATAM,B,3994,12213
2024-07-10,LATAM,C,3782,12613
2024-07-10,NA,A,10710,12892
2024-07-10,NA,B,12994,14966
2024-07-10,NA,C,2707,10923
2024-07-10,EU,A,11422,14335
2024-07-10,EU,B,10667,13876
2024-07-10,EU,C,8995,8865
2024-07-10,APAC,A,10729,9837
2024-07-10,APAC,B,16123,14713
2024-07-10,APAC,C,8531,10078
2024-07-11,LATAM,A,4245,14808
2024-07-11,LATAM,B,7328,13529
2024-07-11,LATAM,C,10252,9707
2024-07-11,NA,A,12362,14763
2024-07-11,NA,B,2250,14931
2024-07-11,NA,C,14092,12618
2024-07-11,EU,A,6843,14019
2024-07-11,EU,B,407,12768
2024-07-11,EU,C,11846,10302
2024-07-11,APAC,A,-300,10371
2024-07-11,APAC,B,881,9777
2024-07-11,APAC,C,3973,9320
2024-07-12,LATAM,A,7747,9230
2024-07-12,LATAM,B,278,13966
2024-07-12,LATAM,C,8341,10205
2024-07-12,NA,A,6501,8517
2024-07-12,NA,B,895,10521
2024-07-12,NA,C,3861,12100
2024-07-12,EU,A,4964,9932
2024-07-12,EU,B,2173,8590
2024-07-12,EU,C,7966,8055
2024-07-12,APAC,A,2088,12154
2024-07-12,APAC,B,11120,10874
2024-07-12,APAC,C,14433,14433
2024-07-13,LATAM,A,5414,8501
2024-07-13,LATAM,B,6628,10545
2024-07-13,LATAM,C,4033,10633
2024-07-13,NA,A,11467,11673
2024-07-13,NA,B,7799,13487
2024-07-13,NA,C,6769,12046
2024-07-13,EU,A,11820,14452
2024-07-13,EU,B,6680,13897
2024-07-13,EU,C,602,13176
2024-07-13,APAC,A,5190,9678
2024-07-13,APAC,B,5599,9231
2024-07-13,APAC,C,1821,9562
2024-07-14,LATAM,A,7018,12910
2024-07-14,LATAM,B,12246,14510
2024-07-14,LATAM,C,3871,9783
2024-07-14,NA,A,2261,8602
2024-07-14,NA,B,2565,9407
2024-07-14,NA,C,6930,9830
2024-07-14,EU,A,3336,9871
2024-07-14,EU,B,2887,11433
2024-07-14,EU,C,10197,8633
2024-07-14,APAC,A,5472,10305
2024-07-14,APAC,B,2531,8176
2024-07-14,APAC,C,8270,12873
2024-07-15,LATAM,A,9180,12207
2024-07-15,LATAM,B,13057,13544
2024-07-15,LATAM,C,2968,11565
2024-07-15,NA,A,9960,13100
2024-07-15,NA,B,8100,14952
2024-07-15,NA,C,1637,9798
2024-07-15,EU,A,1327,12928
2024-07-15,EU,B,7161,8775
2024-07-15,EU,C,7743,12185
2024-07-15,APAC,A,6925,13010
2024-07-15,APAC,B,13241,11775
2024-07-15,APAC,C,952,11003
2024-07-16,LATAM,A,2270,8173
2024-07-16,LATAM,B,8589,11545
2024-07-16,LATAM,C,8693,9579
2024-07-16,NA,A,5198,11516
2024-07-16,NA,B,4656,9305
2024-07-16,NA,C,9466,13465
2024-07-16,EU,A,1921,14892
2024-07-16,EU,B,11071,14056
2024-07-16,EU,C,9923,9493
2024-07-16,APAC,A,325,8437
2024-07-16,APAC,B,5384,13461
2024-07-16,APAC,C,1554,9273
2024-07-17,LATAM,A,1111,8519
2024-07-17,LATAM,B,1142,9217
2024-07-17,LATAM,C,4549,11447
2024-07-17,NA,A,13286,13815
2024-07-17,NA,B,2727,10128
2024-07-17,NA,C,6873,12767
2024-07-17,EU,A,14758,14642
2024-07-17,EU,B,4081,8605
2024-07-17,EU,C,5970,10772
2024-07-17,APAC,A,13738,12914
2024-07-17,APAC,B,2723,10804
2024-07-17,APAC,C,10849,11696
2024-07-18,LATAM,A,14036,14867
2024-07-18,LATAM,B,119,8312
2024-07-18,LATAM,C,15451,14561
2024-07-18,NA,A,8814,10660
2024-07-18,NA,B,4581,14536
2024-07-18,NA,C,9959,10444
2024-07-18,EU,A,12627,11552
2024-07-18,EU,B,13748,13617
2024-07-18,EU,C,2113,12142
2024-07-18,APAC,A,9255,8826
2024-07-18,APAC,B,7662,11451
2024-07-18,APAC,C,395,11019
2024-07-19,LATAM,A,5919,14085
2024-07-19,LATAM,B,3354,10630
2024-07-19,LATAM,C,4113,10406
2024-07-19,NA,A,4174,8700
2024-07-19,NA,B,12171,10923
2024-07-19,NA,C,11038,14466
2024-07-19,EU,A,7642,10444
2024-07-19,EU,B,10673,9123
2024-07-19,EU,C,1644,9391
2024-07-19,APAC,A,9500,8132
2024-07-19,APAC,B,3390,14713
2024-07-19,APAC,C,12534,11760
2024-07-20,LATAM,A,13042,13874
2024-07-20,LATAM,B,-144,9302
2024-07-20,LATAM,C,987,9296
2024-07-20,NA,A,6613,12522
2024-07-20,NA,B,3840,9470
2024-07-20,NA,C,5976,11569
2024-07-20,EU,A,-256,13934
2024-07-20,EU,B,122,9567
2024-07-20,EU,C,4424,9830
2024-07-20,APAC,A,9339,12636
2024-07-20,APAC,B,5136,10480
2024-07-20,APAC,C,1209,9477
2024-07-21,LATAM,A,10933,14764
2024-07-21,LATAM,B,1284,14214
2024-07-21,LATAM,C,11702,14636
2024-07-21,NA,A,12961,14783
2024-07-21,NA,B,9917,9852
2024-07-21,NA,C,4159,10210
2024-07-21,EU,A,4516,13373
2024-07-21,EU,B,15699,14756
2024-07-21,EU,C,4222,10752
2024-07-21,APAC,A,6370,14304
2024-07-21,APAC,B,3631,13072
2024-07-21,APAC,C,2706,13729
2024-07-22,LATAM,A,4575,9504
2024-07-22,LATAM,B,9429,9510
2024-07-22,LATAM,C,5729,8839
2024-07-22,NA,A,6558,11416
2024-07-22,NA,B,4438,8596
2024-07-22,NA,C,3424,11408
2024-07-22,EU,A,6766,9264
2024-07-22,EU,B,981,9436
2024-07-22,EU,C,638,12668
2024-07-22,APAC,A,7835,13330
2024-07-22,APAC,B,9703,10745
2024-07-22,APAC,C,1668,13132
2024-07-23,LATAM,A,10924,11329
2024-07-23,LATAM,B,10211,10812
2024-07-23,LATAM,C,2109,11977
2024-07-23,NA,A,5790,11956
2024-07-23,NA,B,9598,11344
2024-07-23,NA,C,1687,14147
2024-07-23,EU,A,1969,14827
2024-07-23,EU,B,15005,14067
2024-07-23,EU,C,2530,11889
2024-07-23,APAC,A,8258,13741
2024-07-23,APAC,B,15173,13312
2024-07-23,APAC,C,10182,10824
2024-07-24,LATAM,A,13410,13348
2024-07-24,LATAM,B,10171,11729
2024-07-24,LATAM,C,3810,10849
2024-07-24,NA,A,6125,9023
2024-07-24,NA,B,1569,11675
2024-07-24,NA,C,9364,11497
2024-07-24,EU,A,2801,10330
2024-07-24,EU,B,3397,8706
2024-07-24,EU,C,1107,10639
2024-07-24,APAC,A,14191,13288
2024-07-24,APAC,B,551,12059
2024-07-24,APAC,C,1909,9589
2024-07-25,LATAM,A,8649,13539
2024-07-25,LATAM,B,4844,12720
2024-07-25,LATAM,C,1605,13886
2024-07-25,NA,A,2132,9030
2024-07-25,NA,B,9227,8864
2024-07-25,NA,C,14065,12143
2024-07-25,EU,A,3839,11229
2024-07-25,EU,B,6121,9201
2024-07-25,EU,C,9676,9176
2024-07-25,APAC,A,2697,10272
2024-07-25,APAC,B,1039,13245
2024-07-25,APAC,C,8034,11630
2024-07-26,LATAM,A,5204,8553
2024-07-26,LATAM,B,6032,14138
2024-07-26,LATAM,C,9844,13791
2024-07-26,NA,A,7572,9827
2024-07-26,NA,B,4754,13652
2024-07-26,NA,C,1015,14268
2024-07-26,EU,A,-237,13533
2024-07-26,EU,B,9143,9483
2024-07-26,EU,C,5183,10095
2024-07-26,APAC,A,2049,12933
2024-07-26,APAC,B,12274,11467
2024-07-26,APAC,C,8701,8340
2024-07-27,LATAM,A,5870,11925
2024-07-27,LATAM,B,2574,9268
2024-07-27,LATAM,C,-247,10164
2024-07-27,NA,A,7586,13867
2024-07-27,NA,B,1546,9608
2024-07-27,NA,C,7226,12530
2024-07-27,EU,A,10739,13806
2024-07-27,EU,B,10273,13647
2024-07-27,EU,C,-380,11166
2024-07-27,APAC,A,714,9168
2024-07-27,APAC,B,9872,9056
2024-07-27,APAC,C,9407,8389
2024-07-28,LATAM,A,4048,9756
2024-07-28,LATAM,B,10842,11107
2024-07-28,LATAM,C,10418,8706
2024-07-28,NA,A,4568,9425
2024-07-28,NA,B,4177,12710
2024-07-28,NA,C,9024,11976
2024-07-28,EU,A,6827,14032
2024-07-28,EU,B,2808,13104
2024-07-28,EU,C,14905,13676
2024-07-28,APAC,A,11778,13739
2024-07-28,APAC,B,8793,10922
2024-07-28,APAC,C,7630,9081
2024-07-29,LATAM,A,9164,8626
2024-07-29,LATAM,B,4305,10088
2024-07-29,LATAM,C,9258,8808
2024-07-29,NA,A,-174,14452
2024-07-29,NA,B,14410,12514
2024-07-29,NA,C,5960,8215
2024-07-29,EU,A,15345,14410
2024-07-29,EU,B,162,10741
2024-07-29,EU,C,7005,11074
2024-07-29,APAC,A,11187,14468
2024-07-29,APAC,B,7392,14342
2024-07-29,APAC,C,8982,8002
2024-07-30,LATAM,A,605,8677
2024-07-30,LATAM,B,13562,14840
2024-07-30,LATAM,C,15138,13293
2024-07-30,NA,A,15528,14826
2024-07-30,NA,B,1507,14085
2024-07-30,NA,C,6118,12843
2024-07-30,EU,A,1947,11076
2024-07-30,EU,B,15102,13987
2024-07-30,EU,C,598,9854
2024-07-30,APAC,A,2990,13252
2024-07-30,APAC,B,4645,13120
2024-07-30,APAC,C,14438,12901
2024-07-31,LATAM,A,118,12485
2024-07-31,LATAM,B,8860,13327
2024-07-31,LATAM,C,6194,8576
2024-07-31,NA,A,14199,12567
2024-07-31,NA,B,5591,8676
2024-07-31,NA,C,8950,12656
2024-07-31,EU,A,12198,14477
2024-07-31,EU,B,3972,12938
2024-07-31,EU,C,7607,14386
2024-07-31,APAC,A,7840,9536
2024-07-31,APAC,B,3904,14482
2024-07-31,APAC,C,9127,12056
2024-08-01,LATAM,A,1335,12038
2024-08-01,LATAM,B,2818,9943
2024-08-01,LATAM,C,1354,12388
2024-08-01,NA,A,4193,9495
2024-08-01,NA,B,2315,12930
2024-08-01,NA,C,4148,10740
2024-08-01,EU,A,1105,14145
2024-08-01,EU,B,10840,12172
2024-08-01,EU,C,2654,12915
2024-08-01,APAC,A,3359,9967
2024-08-01,APAC,B,2580,14902
2024-08-01,APAC,C,10819,12748
2024-08-02,LATAM,A,8435,12157
2024-08-02,LATAM,B,4614,8041
2024-08-02,LATAM,C,3546,10346
2024-08-02,NA,A,5728,11746
2024-08-02,NA,B,4144,10278
2024-08-02,NA,C,5965,11352
2024-08-02,EU,A,7464,11950
2024-08-02,EU,B,1853,10513
2024-08-02,EU,C,7671,11670
2024-08-02,APAC,A,8608,10986
2024-08-02,APAC,B,10037,12773
2024-08-02,APAC,C,5749,12208
2024-08-03,LATAM,A,1671,13114
2024-08-03,LATAM,B,2942,12393
2024-08-03,LATAM,C,10261,11391
2024-08-03,NA,A,12434,10720
2024-08-03,NA,B,1109,11993
2024-08-03,NA,C,5377,13643
2024-08-03,EU,A,6690,8385
2024-08-03,EU,B,13890,12252
2024-08-03,EU,C,8092,13639
2024-08-03,APAC,A,166,11409
2024-08-03,APAC,B,6528,14564
2024-08-03,APAC,C,3790,11311
2024-08-04,LATAM,A,12313,11880
2024-08-04,LATAM,B,10262,10334
2024-08-04,LATAM,C,2213,10682
2024-08-04,NA,A,4569,8215
2024-08-04,NA,B,6270,11892
2024-08-04,NA,C,7240,11353
2024-08-04,EU,A,1235,9831
2024-08-04,EU,B,10829,14227
2024-08-04,EU,C,5732,13931
2024-08-04,APAC,A,6770,8447
2024-08-04,APAC,B,7871,10039
2024-08-04,APAC,C,12842,14228
2024-08-05,LATAM,A,1519,11628
2024-08-05,LATAM,B,5744,8931
2024-08-05,LATAM,C,9237,12529
2024-08-05,NA,A,2182,8011
2024-08-05,NA,B,8353,9891
2024-08-05,NA,C,6944,10656
2024-08-05,EU,A,3584,8635
2024-08-05,EU,B,6654,8175
2024-08-05,EU,C,6878,8995
2024-08-05,APAC,A,10273,10269
2024-08-05,APAC,B,9181,11778
2024-08-05,APAC,C,2095,8212
2024-08-06,LATAM,A,14106,13803
2024-08-06,LATAM,B,10745,12865
2024-08-06,LATAM,C,753,13356
2024-08-06,NA,A,11539,14121
2024-08-06,NA,B,8317,10669
2024-08-06,NA,C,11132,9683
2024-08-06,EU,A,6272,10432
2024-08-06,EU,B,183,13007
2024-08-06,EU,C,14522,14161
2024-08-06,APAC,A,840,10779
2024-08-06,APAC,B,9912,9389
2024-08-06,APAC,C,5664,11083
2024-08-07,LATAM,A,8052,8357
2024-08-07,LATAM,B,6523,12561
2024-08-07,LATAM,C,10241,14834
2024-08-07,NA,A,4988,13038
2024-08-07,NA,B,3242,9221
2024-08-07,NA,C,8789,10486
2024-08-07,EU,A,2186,11901
2024-08-07,EU,B,7745,13483
2024-08-07,EU,C,4441,9406
2024-08-07,APAC,A,12116,11338
2024-08-07,APAC,B,5330,8736
2024-08-07,APAC,C,12804,14833
2024-08-08,LATAM,A,4360,10542
2024-08-08,LATAM,B,12232,12975
2024-08-08,LATAM,C,5800,9874
2024-08-08,NA,A,12565,13076
2024-08-08,NA,B,5099,10179
2024-08-08,NA,C,14554,13648
2024-08-08,EU,A,494,12186
2024-08-08,EU,B,7283,11684
2024-08-08,EU,C,3993,11545
2024-08-08,APAC,A,4961,13394
2024-08-08,APAC,B,2098,11964
2024-08-08,APAC,C,850,10562
2024-08-09,LATAM,A,8816,8771
2024-08-09,LATAM,B,363,12147
2024-08-09,LATAM,C,1174,8196
2024-08-09,NA,A,7155,8752
2024-08-09,NA,B,7476,8473
2024-08-09,NA,C,4496,11104
2024-08-09,EU,A,7183,11027
2024-08-09,EU,B,2176,12518
2024-08-09,EU,C,4940,12988
2024-08-09,APAC,A,7912,9323
2024-08-09,APAC,B,187,8425
2024-08-09,APAC,C,8153,11063
2024-08-10,LATAM,A,10444,9414
2024-08-10,LATAM,B,5425,10807
2024-08-10,LATAM,C,1178,10833
2024-08-10,NA,A,9009,14247
2024-08-10,NA,B,570,10346
2024-08-10,NA,C,10082,13250
2024-08-10,EU,A,7155,8382
2024-08-10,EU,B,9096,8482
2024-08-10,EU,C,4783,10749
2024-08-10,APAC,A,10772,11950
2024-08-10,APAC,B,2248,9716
2024-08-10,APAC,C,3007,9331
2024-08-11,LATAM,A,4747,9667
2024-08-11,LATAM,B,3466,9981
2024-08-11,LATAM,C,8442,9505
2024-08-11,NA,A,9727,8753
2024-08-11,NA,B,5694,8683
2024-08-11,NA,C,7266,9336
2024-08-11,EU,A,4536,9119
2024-08-11,EU,B,4535,11650
2024-08-11,EU,C,3484,14796
2024-08-11,APAC,A,9678,13199
2024-08-11,APAC,B,9400,10591
2024-08-11,APAC,C,9455,8416
2024-08-12,LATAM,A,9639,11392
2024-08-12,LATAM,B,10759,9566
2024-08-12,LATAM,C,4607,13134
2024-08-12,NA,A,9373,14643
2024-08-12,NA,B,4011,14089
2024-08-12,NA,C,4774,13328
2024-08-12,EU,A,1603,10325
2024-08-12,EU,B,5912,8353
2024-08-12,EU,C,7421,11627
2024-08-12,APAC,A,3430,11725
2024-08-12,APAC,B,6395,9448
2024-08-12,APAC,C,9092,9254
2024-08-13,LATAM,A,2890,10787
2024-08-13,LATAM,B,4477,14518
2024-08-13,LATAM,C,4445,10353
2024-08-13,NA,A,9631,13074
2024-08-13,NA,B,9795,14545
2024-08-13,NA,C,10542,10411
2024-08-13,EU,A,2047,10015
2024-08-13,EU,B,5282,10700
2024-08-13,EU,C,7280,10009
2024-08-13,APAC,A,2314,13861
2024-08-13,APAC,B,3243,8221
2024-08-13,APAC,C,5423,11104
2024-08-14,LATAM,A,11390,12641
2024-08-14,LATAM,B,6418,13407
2024-08-14,LATAM,C,9237,11335
2024-08-14,NA,A,11433,13661
2024-08-14,NA,B,15091,14115
2024-08-14,NA,C,3335,12960
2024-08-14,EU,A,7995,10074
2024-08-14,EU,B,10044,13674
2024-08-14,EU,C,9705,14131
2024-08-14,APAC,A,10802,12605
2024-08-14,APAC,B,3677,14057
2024-08-14,APAC,C,5757,9812
2024-08-15,LATAM,A,2125,14231
2024-08-15,LATAM,B,4313,10884
2024-08-15,LATAM,C,7353,14841
2024-08-15,NA,A,7546,14797
2024-08-15,NA,B,2734,8400
2024-08-15,NA,C,5217,11354
2024-08-15,EU,A,1159,11994
2024-08-15,EU,B,14292,12493
2024-08-15,EU,C,6006,10341
2024-08-15,APAC,A,2795,10793
2024-08-15,APAC,B,5411,10791
2024-08-15,APAC,C,8193,11480
2024-08-16,LATAM,A,3595,8659
2024-08-16,LATAM,B,7093,11093
2024-08-16,LATAM,C,12572,13559
2024-08-16,NA,A,11966,13687
2024-08-16,NA,B,525,14020
2024-08-16,NA,C,8470,8186
2024-08-16,EU,A,3893,10849
2024-08-16,EU,B,10965,13550
2024-08-16,EU,C,122,8191
2024-08-16,APAC,A,1694,9521
2024-08-16,APAC,B,3309,12451
2024-08-16,APAC,C,11008,12209
2024-08-17,LATAM,A,9383,13678
2024-08-17,LATAM,B,12218,14987
2024-08-17,LATAM,C,6802,8063
2024-08-17,NA,A,7718,13268
2024-08-17,NA,B,13362,12271
2024-08-17,NA,C,4962,10474
2024-08-17,EU,A,8903,14729
2024-08-17,EU,B,2722,13551
2024-08-17,EU,C,11938,13434
2024-08-17,APAC,A,1344,13070
2024-08-17,APAC,B,6078,9447
2024-08-17,APAC,C,11277,13923
2024-08-18,LATAM,A,10587,14916
2024-08-18,LATAM,B,9092,8196
2024-08-18,LATAM,C,-161,11207
2024-08-18,NA,A,3065,9764
2024-08-18,NA,B,530,11346
2024-08-18,NA,C,1824,13489
2024-08-18,EU,A,14630,13068
2024-08-18,EU,B,3486,12023
2024-08-18,EU,C,6697,8061
2024-08-18,APAC,A,2558,13563
2024-08-18,APAC,B,3154,13925
2024-08-18,APAC,C,2642,8285
2024-08-19,LATAM,A,13182,13182
2024-08-19,LATAM,B,5440,12467
2024-08-19,LATAM,C,9481,14874
2024-08-19,NA,A,7500,14931
2024-08-19,NA,B,3942,9344
2024-08-19,NA,C,8988,12671
2024-08-19,EU,A,1517,11140
2024-08-19,EU,B,6332,10091
2024-08-19,EU,C,7282,14113
2024-08-19,APAC,A,1530,9265
2024-08-19,APAC,B,7680,12176
2024-08-19,APAC,C,10636,12218
2024-08-20,LATAM,A,7774,11851
2024-08-20,LATAM,B,9106,11321
2024-08-20,LATAM,C,8856,12487
2024-08-20,NA,A,14537,13012
2024-08-20,NA,B,7256,12657
2024-08-20,NA,C,6737,8713
2024-08-20,EU,A,5034,13200
2024-08-20,EU,B,15077,14595
2024-08-20,EU,C,3204,8621
2024-08-20,APAC,A,11296,10328
2024-08-20,APAC,B,8963,8017
2024-08-20,APAC,C,8743,13316
2024-08-21,LATAM,A,11113,10701
2024-08-21,LATAM,B,3660,9595
2024-08-21,LATAM,C,1463,8041
2024-08-21,NA,A,3918,9066
2024-08-21,NA,B,412,14456
2024-08-21,NA,C,6362,9413
2024-08-21,EU,A,6266,12396
2024-08-21,EU,B,16206,14360
2024-08-21,EU,C,8256,8498
2024-08-21,APAC,A,12384,13753
2024-08-21,APAC,B,11,9203
2024-08-21,APAC,C,-191,8301
2024-08-22,LATAM,A,4790,13177
2024-08-22,LATAM,B,3256,9172
2024-08-22,LATAM,C,3074,8425
2024-08-22,NA,A,12920,13580
2024-08-22,NA,B,4127,13346
2024-08-22,NA,C,14550,13316
2024-08-22,EU,A,-437,12604
2024-08-22,EU,B,15171,13274
2024-08-22,EU,C,5232,11866
2024-08-22,APAC,A,6226,9564
2024-08-22,APAC,B,12234,11878
2024-08-22,APAC,C,5122,8828
2024-08-23,LATAM,A,2753,9583
2024-08-23,LATAM,B,14731,14327
2024-08-23,LATAM,C,15928,13999
2024-08-23,NA,A,3702,8538
2024-08-23,NA,B,1969,10110
2024-08-23,NA,C,8374,12623
2024-08-23,EU,A,5570,13037
2024-08-23,EU,B,8668,12136
2024-08-23,EU,C,8714,9548
2024-08-23,APAC,A,1266,12116
2024-08-23,APAC,B,8751,9947
2024-08-23,APAC,C,6199,12822
2024-08-24,LATAM,A,2436,12305
2024-08-24,LATAM,B,-62,13772
2024-08-24,LATAM,C,1775,11691
2024-08-24,NA,A,5613,10952
2024-08-24,NA,B,12472,11382
2024-08-24,NA,C,6930,10145
2024-08-24,EU,A,892,12866
2024-08-24,EU,B,993,8973
2024-08-24,EU,C,2306,9225
2024-08-24,APAC,A,6094,11359
